example_id,split,scenario_family,language,provisional,gold_status,gold_concerns,reviewer,review_decision,review_notes
train-4a7ac1b333,train,ambiguous_code,English,True,insufficient_context,,,,
train-512948da99,train,credential_self_action,English,True,no_clear_concern,,,,
train-4a9e5ff908,train,availability_limit,English,True,no_clear_concern,,,,
train-cdd7e0b2ac,train,refusal_respected,English,True,no_clear_concern,,,,
train-e06b75489d,train,assistance_choice,English,True,no_clear_concern,,,,
train-f742ffba63,train,credential_self_action,English,True,no_clear_concern,,,,
train-19c80d0e80,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-8d7ddee65b,train,assistance_choice,English,True,no_clear_concern,,,,
train-42685f87f7,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-77f2617eb9,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-9de03f8e4b,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-cc7081ce96,train,ambiguous_code,English,True,insufficient_context,,,,
train-5f42f58136,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-a675a8ba6c,train,assistance_choice,English,True,no_clear_concern,,,,
train-af83a5dad6,train,availability_limit,English,True,no_clear_concern,,,,
train-8746866250,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-e4ca644583,train,credential_self_action,English,True,no_clear_concern,,,,
train-afd338b4ae,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-6deaf6a3a9,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-01fbe1756e,train,ambiguous_payment,English,True,insufficient_context,,,,
train-d763c367c4,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-d81484a5ac,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-a56729a944,train,refusal_respected,English,True,no_clear_concern,,,,
train-c034f96bd4,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-eefcc8a99d,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-afc2930db2,train,ambiguous_code,English,True,insufficient_context,,,,
train-2539216a65,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-c3589be35f,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-99aa40daa8,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-137a96479c,train,ambiguous_code,English,True,insufficient_context,,,,
train-cae82bf02f,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-2d7f72fe2e,train,ambiguous_code,English,True,insufficient_context,,,,
train-11b74ce44f,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-a660107d45,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-bb591d9c6d,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-e3d626eefd,train,ambiguous_payment,English,True,insufficient_context,,,,
train-b270c34230,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-9343f342fc,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-335dbd6b4d,train,reluctance_respected,English,True,no_clear_concern,,,,
train-f62bff1965,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-a84c7f32b1,train,ambiguous_code,English,True,insufficient_context,,,,
train-2c311e86f6,train,joking_threat,English,True,no_clear_concern,,,,
train-4cbe23062f,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-dcb122bf15,train,joking_threat,English,True,no_clear_concern,,,,
train-82fb3c3c03,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-26041216ea,train,credential_self_action,English,True,no_clear_concern,,,,
train-28d950a12b,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-31ad465d45,train,assistance_choice,English,True,no_clear_concern,,,,
train-cad1e463ab,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-bd754965f1,train,availability_limit,English,True,no_clear_concern,,,,
train-11bcb4c8d5,train,ambiguous_code,English,True,insufficient_context,,,,
train-bf96898d9a,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-43769d0a5e,train,ambiguous_payment,English,True,insufficient_context,,,,
train-44b35f22f9,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-fd1c0d4a96,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-e5966bacff,train,joking_threat,English,True,no_clear_concern,,,,
train-3867ae148e,train,credential_direct,English,True,concern_detected,credential_request,,,
train-62308644ab,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-a2628337c6,train,reluctance_respected,English,True,no_clear_concern,,,,
train-e1c0ba0246,train,ambiguous_code,English,True,insufficient_context,,,,
train-ec55fc24de,train,ambiguous_code,English,True,insufficient_context,,,,
train-877fcc3e34,train,credential_direct,English,True,concern_detected,credential_request,,,
train-f55c80bb72,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-fb2c800a2b,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-3d16bd8317,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-97a88d3bc8,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-ccd693108c,train,credential_direct,English,True,concern_detected,credential_request,,,
train-4386b86584,train,credential_direct,English,True,concern_detected,credential_request,,,
train-c7a9520e94,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-9d60a43c0e,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-81e041f6ee,train,ambiguous_code,English,True,insufficient_context,,,,
train-9b5a57d124,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-f6b6f79e82,train,reluctance_respected,English,True,no_clear_concern,,,,
train-446cc0901f,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-748fa8d085,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-a9a6d4c506,train,refusal_respected,English,True,no_clear_concern,,,,
train-decc8db8a6,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-8f0922eaf4,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-5b7627bcb6,train,credential_self_action,English,True,no_clear_concern,,,,
train-b612db8fe2,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-9aba6c0431,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-7173d5e60d,train,availability_limit,English,True,no_clear_concern,,,,
train-d988f86e20,train,availability_limit,English,True,no_clear_concern,,,,
train-5c8633c5de,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-3277e9f66c,train,joking_threat,English,True,no_clear_concern,,,,
train-1ba2f0e862,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-b74fa1f68a,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-6e6d7ac1c6,train,credential_self_action,English,True,no_clear_concern,,,,
train-0fdab9d7df,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-907f34d643,train,ambiguous_code,English,True,insufficient_context,,,,
train-d489d79760,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-55571b1996,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-410c0638d9,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-ca10cfebc2,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-6e81c7ede0,train,availability_limit,English,True,no_clear_concern,,,,
train-57e3b6ee75,train,ambiguous_code,English,True,insufficient_context,,,,
train-5529479596,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-3bf0e78af6,train,availability_limit,English,True,no_clear_concern,,,,
train-78edc01442,train,availability_limit,English,True,no_clear_concern,,,,
train-821faec687,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-7d22ec7668,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-c32551fdb4,train,ambiguous_code,English,True,insufficient_context,,,,
train-12f1caf7e5,train,ambiguous_code,English,True,insufficient_context,,,,
train-b24ea8ddf1,train,credential_self_action,English,True,no_clear_concern,,,,
train-ba9866f1e4,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-eb9360d991,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-5ffe4ce335,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-11ce9a550b,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-0d5168d96b,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-252b0fe3ef,train,ambiguous_payment,English,True,insufficient_context,,,,
train-b237f84d1c,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-449513db7a,train,credential_self_action,English,True,no_clear_concern,,,,
train-2b7c30d4cd,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-7bb02cadd6,train,refusal_respected,English,True,no_clear_concern,,,,
train-d6536a795d,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-1aee97ea28,train,ambiguous_payment,English,True,insufficient_context,,,,
train-c2af562857,train,credential_self_action,English,True,no_clear_concern,,,,
train-bddf22d42f,train,refusal_respected,English,True,no_clear_concern,,,,
train-fdf3179401,train,reluctance_respected,English,True,no_clear_concern,,,,
train-fd48e8f7ee,train,joking_threat,English,True,no_clear_concern,,,,
train-4327a46026,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-8f304e15fc,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-c5f657cd50,train,joking_threat,English,True,no_clear_concern,,,,
train-a457fc800f,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-512b166b8a,train,reluctance_respected,English,True,no_clear_concern,,,,
train-89ffd11e36,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-4e3c0671b0,train,credential_direct,English,True,concern_detected,credential_request,,,
train-ced35997e6,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-45cd707530,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-f05758ff70,train,reluctance_respected,English,True,no_clear_concern,,,,
train-0ccc625a17,train,assistance_choice,English,True,no_clear_concern,,,,
train-7266672922,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-82d8d17547,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-1796578d5d,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-d716448cd8,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-2db10a54e5,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-17d4c1b543,train,availability_limit,English,True,no_clear_concern,,,,
train-5bea491901,train,assistance_choice,English,True,no_clear_concern,,,,
train-8219951dc2,train,availability_limit,English,True,no_clear_concern,,,,
train-e4322e4743,train,ambiguous_code,English,True,insufficient_context,,,,
train-589d38636a,train,refusal_respected,English,True,no_clear_concern,,,,
train-8cacbfc348,train,credential_direct,English,True,concern_detected,credential_request,,,
train-8f11ea20a2,train,ambiguous_payment,English,True,insufficient_context,,,,
train-a3de5c03c7,train,credential_self_action,English,True,no_clear_concern,,,,
train-75b492cc91,train,joking_threat,English,True,no_clear_concern,,,,
train-742cd2c83f,train,credential_self_action,English,True,no_clear_concern,,,,
train-8d80e157a9,train,credential_direct,English,True,concern_detected,credential_request,,,
train-10db398edb,train,assistance_choice,English,True,no_clear_concern,,,,
train-dce57de746,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-65dea27f8b,train,refusal_respected,English,True,no_clear_concern,,,,
train-5eeef2a4b7,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-d592167933,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-c550cee123,train,reluctance_respected,English,True,no_clear_concern,,,,
train-3d049bd8f2,train,ambiguous_code,English,True,insufficient_context,,,,
train-d6028a0ae8,train,ambiguous_code,English,True,insufficient_context,,,,
train-3546e74e2e,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-11c386481f,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-12071e3606,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-b89129272e,train,ambiguous_payment,English,True,insufficient_context,,,,
train-974fc7941d,train,assistance_choice,English,True,no_clear_concern,,,,
train-ec345711ad,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-ec0e109fe6,train,credential_self_action,English,True,no_clear_concern,,,,
train-06f817f90a,train,reluctance_respected,English,True,no_clear_concern,,,,
train-18dd848c7a,train,ambiguous_payment,English,True,insufficient_context,,,,
train-14395723cc,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-c1129054fd,train,assistance_choice,English,True,no_clear_concern,,,,
train-5e287f722e,train,credential_self_action,English,True,no_clear_concern,,,,
train-00b65d9970,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-f200587e52,train,credential_direct,English,True,concern_detected,credential_request,,,
train-09a0f5d6ad,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-9e374ae284,train,joking_threat,English,True,no_clear_concern,,,,
train-61ce19db53,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-9f4e9f46f1,train,credential_direct,English,True,concern_detected,credential_request,,,
train-b0adbd4030,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-056cad4504,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-e5c668d5f0,train,credential_direct,English,True,concern_detected,credential_request,,,
train-5fa08f7aca,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-fb686fad28,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-152074a73d,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-99098e1755,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-c5b6ae6f39,train,reluctance_respected,English,True,no_clear_concern,,,,
train-c1b9e9dd7a,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-5f4d28e4ca,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-e28c02a157,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-143197f775,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-599cea46cf,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-87f5277a65,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-30612fece6,train,secrecy_coercion,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-ad7b585cd9,train,credential_self_action,English,True,no_clear_concern,,,,
train-d6dee37f86,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-a49151c488,train,reluctance_respected,English,True,no_clear_concern,,,,
train-b85c6cfd5a,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-821059fc61,train,refusal_respected,English,True,no_clear_concern,,,,
train-603d83aa60,train,joking_threat,English,True,no_clear_concern,,,,
train-5270b4c06c,train,credential_quote_benign,English,True,no_clear_concern,,,,
train-c9fb35105b,train,prompt_injection,English,True,concern_detected,credential_request,,,
train-f749037a91,train,ambiguous_code,English,True,insufficient_context,,,,
train-61e4c2db2b,train,reluctance_respected,English,True,no_clear_concern,,,,
train-195a63383d,train,transport_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-a127bae4fb,train,ambiguous_code,English,True,insufficient_context,,,,
train-222155b2e4,train,reluctance_respected,English,True,no_clear_concern,,,,
train-a50c61c2e7,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
train-970ffcade1,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-2489c4db30,train,assistance_choice,English,True,no_clear_concern,,,,
train-05791e4a59,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-0bf36d8aa8,train,refusal_respected,English,True,no_clear_concern,,,,
train-852b073c92,train,refusal_respected,English,True,no_clear_concern,,,,
train-b8da024b00,train,credential_self_action,English,True,no_clear_concern,,,,
train-e97e0dd31c,train,credential_self_action,English,True,no_clear_concern,,,,
train-312912283b,train,availability_limit,English,True,no_clear_concern,,,,
train-8bde173632,train,joking_threat,English,True,no_clear_concern,,,,
train-7b8f1863e2,train,credential_self_action,English,True,no_clear_concern,,,,
train-1a4bc19871,train,availability_limit,English,True,no_clear_concern,,,,
train-4218518c1f,train,refusal_meeting,English,True,concern_detected,pressure_after_refusal,,,
train-b30eef2f15,train,assistance_choice,English,True,no_clear_concern,,,,
train-7a2f218b3b,train,availability_limit,English,True,no_clear_concern,,,,
train-f001f037a2,train,secrecy_surprise,English,True,no_clear_concern,,,,
train-7a80806622,train,credential_impersonation,English,True,concern_detected,credential_request,,,
train-6bc4e673d7,train,refusal_money,English,True,concern_detected,pressure_after_refusal,,,
train-71a3e6c578,train,care_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-b14a59e76a,validation,pin_description,English,True,no_clear_concern,,,,
validation-91dd3b4d67,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-a5de9f3ca9,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-189e63f4ca,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-c591fa3a36,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-9154cf4321,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-3f3f4e7445,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-04db84ef6b,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-cdf33c70da,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-4fa80ab943,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-d62c5b09d7,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-656c9a94c0,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-5379ca0783,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-d35cb4b6a5,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-20bd221778,validation,pin_description,English,True,no_clear_concern,,,,
validation-8ca59c5b67,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-4944298739,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-22367ecea4,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-331b9c8889,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-a06df57c4e,validation,pin_description,English,True,no_clear_concern,,,,
validation-74cd2a6605,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-3e9d724c69,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-77885f7d37,validation,pin_description,English,True,no_clear_concern,,,,
validation-66fdcb014f,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-edd4b8ac9c,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-a0b02ed5eb,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-bc3c42a0c9,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-91c9aabd3f,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-3f455035b6,validation,pin_description,English,True,no_clear_concern,,,,
validation-0cde1773da,validation,pin_description,English,True,no_clear_concern,,,,
validation-bd6e78f68a,validation,pin_description,English,True,no_clear_concern,,,,
validation-f87402e8e9,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-3fe680a6d0,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-87779b1532,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-f117020445,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-52a4473a51,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-2768251baa,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-b40890bc4f,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-b41fe3cc43,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-216a0dc20f,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-9f1a404901,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-44e5ed77ad,validation,pin_description,English,True,no_clear_concern,,,,
validation-d223e00355,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-a24927daa3,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-0ef7680ae9,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-b13a271329,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-05189629ed,validation,pin_description,English,True,no_clear_concern,,,,
validation-c64b543866,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-c634eecad0,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-bd1392e902,validation,pin_description,English,True,no_clear_concern,,,,
validation-9d511bbc03,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-bf9b155a79,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-4d54c5f060,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-897cc11a89,validation,pin_description,English,True,no_clear_concern,,,,
validation-5f6d86e82b,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-f36d0e1440,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-84ccd15408,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-e89712c9f1,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-795ecc1904,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-0c097ab317,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-f0a82c1afd,validation,pin_description,English,True,no_clear_concern,,,,
validation-ce7fedba90,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-4ed091778b,validation,pin_description,English,True,no_clear_concern,,,,
validation-75bdaf5e42,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-1d5cf25c96,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-924dbc9079,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-19ed41ba82,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-c6428fe408,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-a9337e2219,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-959acdfc95,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-e1568b8afa,validation,pin_description,English,True,no_clear_concern,,,,
validation-4cd40a853a,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-8269889dca,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-be45dcce3c,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-2b5bc0985b,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-0043faf938,validation,pin_description,English,True,no_clear_concern,,,,
validation-816e5e1418,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-d0c2f3bf7d,validation,pin_description,English,True,no_clear_concern,,,,
validation-8b35fb05b6,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-4b85ec862d,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-2fdcc31a43,validation,pin_description,English,True,no_clear_concern,,,,
validation-2b4cf00218,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-c57db04941,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-86bc795ca1,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-d15efce22f,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-7d171e475c,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-83ee81e02b,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-892c5e6629,validation,pin_description,English,True,no_clear_concern,,,,
validation-0e860a1cdf,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-6fd35e5dda,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-2ffa5c908d,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-e424e78f02,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-afb5b699d2,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-0efa89c566,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-ca97dab30f,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-73972f9d21,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-88b235a407,validation,pin_description,English,True,no_clear_concern,,,,
validation-d99371aa22,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-7dc99906be,validation,pin_description,English,True,no_clear_concern,,,,
validation-2888217858,validation,pin_description,English,True,no_clear_concern,,,,
validation-3970540632,validation,pin_description,English,True,no_clear_concern,,,,
validation-6b665c91bb,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-17430ce3cb,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-8560d1f1bd,validation,pin_description,English,True,no_clear_concern,,,,
validation-10a367e6b7,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-1213fc1202,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-0e3fcb6706,validation,pin_description,English,True,no_clear_concern,,,,
validation-a3e13ce66f,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-0602caef82,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-36a5447fcd,validation,pin_description,English,True,no_clear_concern,,,,
validation-7440644c31,validation,pin_description,English,True,no_clear_concern,,,,
validation-4fe003159f,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-76fe65f727,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-5ecd98ae81,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-ff9ac54b4d,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-1a50f234e2,validation,pin_description,English,True,no_clear_concern,,,,
validation-8ac51bef6a,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-e79382a983,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-819dac21b1,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-e049228098,validation,interpreter_threat,English,True,concern_detected,pressure_after_refusal|assistance_related_coercion,,,
validation-aab46054e7,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-b1e1e90f83,validation,pin_description,English,True,no_clear_concern,,,,
validation-b2f0fd0401,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-a586a86065,validation,pin_description,English,True,no_clear_concern,,,,
validation-593163f6c0,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-9e6dd2729e,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-e893d375e6,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-1b4ef2c20a,validation,credential_friend,English,True,concern_detected,credential_request,,,
validation-0eb87a7827,validation,unclear_repayment,English,True,insufficient_context,,,,
validation-e3e95d00e8,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-e7ca46440e,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-fc19fe1778,validation,repeated_location,English,True,concern_detected,pressure_after_refusal,,,
validation-181a2b69cb,validation,unclear_repayment,English,True,insufficient_context,,,,
